Domain,Emails,Company Name,Privacy Policy URL,Credit Bureau,Phone Numbers,Address,Health,Company Legal Name,Company Domain,Company Domain Aliases,Company Url,Company Site Phone Numbers,Company Site Email Addresses,Company Category Sector,Company Category Industry Group,Company Category Industry,Company Category Sub Industry,Company Category Sic Code,Company Category Naics Code,Company Tags,Company Description,Company Founded Year,Company Location,Company Time Zone,Company Utc Offset,Company Geo Street Number,Company Geo Street Name,Company Geo Sub Premise,Company Geo City,Company Geo Postal Code,Company Geo State,Company Geo State Code,Company Geo Country,Company Geo Country Code,Company Geo Lat,Company Geo Lng,Company Logo,Company Facebook Handle,Company Linkedin Handle,Company Twitter Handle,Company Twitter Id,Company Twitter Bio,Company Twitter Followers,Company Twitter Following,Company Twitter Location,Company Twitter Site,Company Twitter Avatar,Company Crunchbase Handle,Company Type,Company Ticker,Company Identifiers Us Ein,Company Phone,Company Metrics Alexa Us Rank,Company Metrics Alexa Global Rank,Company Metrics Employees,Company Metrics Employees Range,Company Metrics Market Cap,Company Metrics Raised,Company Metrics Annual Revenue,Company Metrics Estimated Annual Revenue,Company Metrics Fiscal Year End,Company Tech,Company Parent Domain,YDR URL
"apollo.io","contact@apollo.io;support@apollo.io;press@apollo.io;remove@apollo.io;privacy@apollo.io;tim@apollo.io","Apollo","","","","535 Mission St #1100, San Francisco, CA 94105, USA","","","apollo.io","zenprospect.com,mailboost.io","","","contact@apollo.io,support@apollo.io,press@apollo.io,remove@apollo.io,privacy@apollo.io","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services","Apollo is an intelligent, data-first engagement platform that puts structured data at the core of your workflows to help you execute, analyze, and improve on your growth strategy.","2015","535 Mission St #1100, San Francisco, CA 94105, USA","America/Los_Angeles","-7","535","Mission Street","1100","San Francisco","94105","California","CA","United States","US","37.7888907","-122.3981003","https://logo.clearbit.com/apollo.io","","company/apolloio","MeetApollo","3192519528","Apollo is the only unified engagement acceleration platform and the home of your full end-to-end sales strategy.","1393","62","San Francisco, CA","https://t.co/eP7jaoGHn9","https://pbs.twimg.com/profile_images/1011448557658730496/-zGAxO-y_normal.jpg","","private","","","","1579","4708","1500","1K-5K","","9300000","","$250M-$500M","","google_apps,lever,cloud_flare,typekit_by_adobe,amazon_s3,marketo,mandrill,google_tag_manager,linked_in_advertiser,recaptcha,amplitude,google_analytics,drift,quickbooks,atlassian_jira,microsoft_project,hootsuite,mongodb,salesforce,postgresql,mysql,dropbox","","https://yourdigitalrights.org/d/apollo.io","37.7888907,-122.3981003"
"apollointeractive.com","requests@apollointeractive.com;info@apollointeractive.com;requests@apollointeractive.com","Apollo Interactive","","","+1 310-836-9777,+1 877-363-6341","139 Illinois St, El Segundo, CA 90245-4312, US","","Apollo Interactive Inc","apollointeractive.com","apolloi.com,apollobackstage.com,apolloagency.com,apollodev.com","","+1 310-836-9777,+1 877-363-6341","info@apollointeractive.com,requests@apollointeractive.com","Industrials","Commercial & Professional Services","Professional Services","Consulting","73","54","Consulting & Professional Services,Marketing & Advertising,B2B","Apollo Interactive is a performance marketing agency in Los Angeles with wide-ranging capabilities and deep experience.","1995","139 Illinois St, El Segundo, CA 90245-4312, US","America/Los_Angeles","-7","139","Illinois St","","El Segundo","90245","California","CA","United States","US","33.91698","-118.39839","https://logo.clearbit.com/apollointeractive.com","","company/apollo-interactive","","","","","","","","","organization/apollo-interactive","private","","","","102595","372608","60","51-250","","","","$10M-$50M","","google_apps,google_remarketing,nginx,google_analytics,rackspace,google_maps,quickbooks,apache_tomcat,atlassian_jira,basecamp,aws_dynamodb,github,entrust,oracle_peoplesoft,mongodb,cision,oracle_crm,salesforce,couchdb,postgresql,sybase,mysql","","https://yourdigitalrights.org/d/apollointeractive.com","33.91698,-118.39839"
"apolloprogram.com","privacy@apolloprogram.com","","","","","","","Apollo Program LLC","apolloprogram.com","","","","privacy@apolloprogram.com","Industrials","Capital Goods","Aerospace & Defense","Aerospace & Defense","96","92","Technology,B2G,Information Technology & Services,Marketing & Advertising,Business Intelligence,Insights & Analytics,Advanced Analytics,Automation,Data & Analytics,Advertising & Marketing,Space Research,Government Relations,Academic Research,SAAS,B2B","Apollo Program is a software company that transforms complex, real-time behavioral data into actionable recommendations for marketing and consumer insights. Their software brings together data from brands, consumers, creative, and content to generate i...","2018","536 Broadway #11, New York, NY 10012-3915, US","America/New_York","-5","536","Broadway","11","New York","10012","New York","NY","United States","US","40.7231","-73.99824","https://logo.clearbit.com/apolloprogram.com","","company/apollo-program-consulting","apolloprgrm","1135658112990375936","We help brands make better marketing decisions through insights based on understanding real-world consumer behaviors","4","0","","","https://pbs.twimg.com/profile_images/1135658508177760256/lSZHgiGG_normal.jpg","","private","","","","238877","422919","15","11-50","","","","$1M-$10M","","aws_route_53,amazon_ses,google_apps,salesforce","","https://yourdigitalrights.org/d/apolloprogram.com","40.7231,-73.99824"
"applecart.co","matt@applecart.co;matt@applecart.co;privacy@applecart.co","Applecart","http://applecart.co/privacy","","+1 866-467-8688;(267) 348-4158","1441 Broadway 3rd Floor, New York, NY 10018, USA","","","applecart.co","","","+1 866-467-8688","matt@applecart.co,privacy@applecart.co","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,B2B,SAAS,Enterprise","We Map Billions of Relationships to Help You Reach The People Who Really Matter.","2013","1441 Broadway 3rd Floor, New York, NY 10018, USA","America/New_York","-4","1441","Broadway","3rd Floor","New York","10018","New York","NY","United States","US","40.7549255","-73.9871406","https://logo.clearbit.com/applecart.co","","company/applecart","applecartUSA","3154650387","Leading data science company trusted by some of the world’s largest companies and causes--we’re hiring!","477","251","New York, NY","http://t.co/MF1U5w0S4t","https://pbs.twimg.com/profile_images/1296570737755672580/nxWt3_ef_normal.jpg","organization/project-applecart","private","","","","173814","524954","45","11-50","","","","$1M-$10M","","google_apps,aws_route_53,microsoft_office_365,hotjar,greenhouse,apache_tomcat,hbase,rabbitmq,aws_dynamodb,github,neo4j,apache_spark,mongodb,ibm_websphere,hive,apache_hadoop,postgresql,mysql","","https://yourdigitalrights.org/d/applecart.co","40.7549255,-73.9871406"
"archives.com","dpo@ancestry.com","Archives.com","https://www.ancestry.com/cs/legal/privacystatement?hideHeader=1","","1-888-896-4442;;+1 888-896-4442","1300 W Traverse Pkwy, Lehi, UT 84043, USA","","","archives.com","","","+1 888-896-4442","","Information Technology","Software & Services","Internet Software & Services","Internet","87","54","Internet,Technology,B2C","Trace your genealogy and family tree to learn more about your family's history.","","1300 W Traverse Pkwy, Lehi, UT 84043, USA","America/Denver","-6","1300","West Traverse Parkway","","Lehi","84043","Utah","UT","United States","US","40.4352141","-111.8712977","https://logo.clearbit.com/archives.com","","","Archivescom","123991121","","5416","495","","http://t.co/d8x2QHp1","https://pbs.twimg.com/profile_images/895305256/archives_facebook_200x200_normal.gif","organization/archives-com","private","","","","19250","58233","","","","","","","","new_relic,aws_route_53,inspectlet,mixpanel,tealium,microsoft_office_365,app_nexus,google_analytics,google_tag_manager,apache_tomcat,appnexus,apache_http_server,ibm_websphere,adobe_marketing_cloud,postgresql,aws_iam,mysql","ancestry.com","https://yourdigitalrights.org/d/archives.com","40.4352141,-111.8712977"
"aristotle.com","privacy@aristotle.com","Aristotle","http://aristotle.com/contact/","","+1 800-296-2747,+1 877-837-2747,+1 888-217-9600,+1 877-580-5245,+1 703-623-5475,+1 202-903-4221,+1 202-543-8345,+1 202-543-6407;+1 501-374-4638","205 Pennsylvania SE Ave, Washington, DC 20003-1164, US","","Aristotle Inc","aristotle.com","completecampaigns.com,completegov.com","","+1 800-296-2747,+1 877-837-2747,+1 888-217-9600,+1 877-580-5245,+1 703-623-5475,+1 202-903-4221,+1 202-543-8345,+1 202-543-6407","","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,B2B,SAAS,Enterprise","At Aristotle, we power democracy. We provided political data, software and consulting services for all of your campaign and public affairs needs.","1983","205 Pennsylvania SE Ave, Washington, DC 20003-1164, US","America/New_York","-4","205","Pennsylvania SE Ave","","Washington","20003","Washington D.C.","DC","United States","US","38.88754","-77.00342","https://logo.clearbit.com/aristotle.com","aristotlenews","company/aristotle","AristotleNews","35758513","The global leader in political technology and data solutions. Retweets ≠ endorsements, tweets by staff.","1542","201","Washington, DC","http://t.co/qZ0GFoE17J","https://pbs.twimg.com/profile_images/464005887363780608/DIGMS8ku_normal.png","organization/aristotle","private","","710579210","+1 501-374-4638","","721476","270","251-1K","","","","$10M-$50M","","pardot,cloud_flare,godaddy_nameserver,double_click,microsoft_exchange_online,facebook_advertiser,outlook,recaptcha,wordpress,google_remarketing,gravity_forms,google_analytics,hotjar,google_adwords,constant_contact,facebook_connect,google_tag_manager,oracle_data_integrator,db2,apache_tomcat,atlassian_jira,rubicon_project,microsoft_dynamics,windows_server,appnexus,netsuite,basecamp,salesforce,microsoft_project,informatica,splunk,paychex,github,openx,ibm_websphere,hp_servers,microsoft_sql_server,iponweb_bidswitch,oracle_peoplesoft,mongodb,mediamath,dstillery,aggregate_knowledge,pubmatic,turn,sap_crystal_reports,oracle_crm,meltwater,microstrategy,apache_hadoop,sap_business_objects,postgresql,mysql","","https://yourdigitalrights.org/d/aristotle.com","38.88754,-77.00342"
"arity.com","media@arity.com;info@arity.com;consumerrequests@arity.com;privacy@arity.com;privacy@arity.com","Arity","","","","222 Merchandise Mart Plz, Chicago, IL 60654-1103, US","","","arity.com","aritysoftware.com,arity.eu,arity.solutions","","","media@arity.com,info@arity.com,consumerrequests@arity.com,privacy@arity.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,B2B,SAAS","Arity turns mobility and driver data into meaningful behavioral insights. Our platform unlocks smarter, safer, and more efficient operations for your business.","2014","222 Merchandise Mart Plz, Chicago, IL 60654-1103, US","America/Chicago","-5","222","Merchandise Mart Plz","","Chicago","60654","Illinois","IL","United States","US","41.88802","-87.63612","https://logo.clearbit.com/arity.com","","company/arity","arity","7.89E+17","Arity is a mobility data and analytics company focused on making transportation smarter, safer, and more useful for everyone.","971","808","Downtown Chicago, IL","https://t.co/33HgvYCoYn","https://pbs.twimg.com/profile_images/1194287774825897984/8VHhQuU5_normal.png","organization/arity","private","","","","","1439786","360","251-1K","","","","$50M-$100M","","pardot,new_relic,quantcast,sendgrid,microsoft_office_365,wordpress,nginx,amazon_ses,salesforce,rocket_fuel,go_squared,adobe_dynamic_tag_management,demandbase,google_analytics,hotjar,conversio,segment,google_tag_manager,quickbooks,oracle_data_integrator,db2,apache_tomcat,atlassian_jira,rubicon_project,filemaker_pro,appnexus,teradata,microsoft_project,informatica,rabbitmq,splunk,github,hootsuite,qlikview,ibm_cognos,sap_crm,apache_cassandra,openx,ibm_websphere,apache_spark,sap_business_objects,mongodb,cision,couchbase,oracle_weblogic,pivotal_tracker,pubmatic,hive,oracle_crm,apache_hadoop,adobe_marketing_cloud,couchdb,postgresql,cloudera,sas_enterprise,mysql,oracle_hyperion","","https://yourdigitalrights.org/d/arity.com","41.88802,-87.63612"
"arivify.com","","Arivify","","","","","","","arivify.com","","","","","Industrials","Commercial & Professional Services","Professional Services","Professional Services","89","54","Real Estate,Technology,Information Technology & Services,Property Appraisal,Artificial Intelligence,Computer Science,Machine Learning,Professional Services,Scientific,Technical Services,Web Services & Apps,Internet,B2C","Arivify.com is a platform that allows users to search public property records. Users can view property record information including building details, owner information, and property details. The platform provides ownership records, ownership history, s...","","","","","","","","","","","","","","","","https://logo.clearbit.com/arivify.com","arivify","","arivifycom","734460984971132930","","18","24","","","https://pbs.twimg.com/profile_images/734461530784305152/inb8e4sm_normal.jpg","","private","","","","44068","242649","","","","","","","","cloud_flare,google_adsense,google_tag_manager,google_analytics","undefined","undefined","undefined"
"arrakis.ai","privacy@arrakis.ai","Arrakis Technologies Corp.","","","","548 Market St, PMB 61886, San Francisco, CA 94104, United States","","","arrakis.ai","","","","info@arrakis.ai,privacy@arrakis.ai","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","73","54","Information Technology & Services,Technology,Health Care,Healthcare,MedTech,Software Development,Data & Analytics,Computer Programming,Software,Professional Services,Computers,E-commerce,B2B,Enterprise,B2C,SAAS","Arrakis is a company that specializes in automating prospecting research. They provide custom AI algorithms supervised by a team of skilled humans to fully automate the prospecting pipeline. Their software and data tools are designed for Sales and Mark...","","","","","","","","","","","","","","","","https://logo.clearbit.com/arrakis.ai","","company/arrakis","","","","","","","","","","private","","","","","2803316","15","11-50","","","","$1M-$10M","","google_apps,hotjar,google_tag_manager","","https://yourdigitalrights.org/d/arrakis.ai","undefined"
"arrestfiles.org","","","","","","","","","arrestfiles.org","","","","","Information Technology","Software & Services","Internet Software & Services","Internet","89","51","Data & Analytics,Government,Law Enforcement,Information Technology & Services,Technology,Integration Services,Data Security,Publishers,Broadcasting,Information,Publishing,Internet,Web Search,Web & Client Portals,B2B,B2C","Arrest Files is an online platform that provides access to an extensive database of arrest records. Users can search and browse through open data records of past and current arrests published by government agencies.","","","","","","","","","","","","","","","","https://logo.clearbit.com/arrestfiles.org","","","","","","","","","","","","private","","","","","4313237","","","","","","","","nginx,google_analytics,drupal","undefined","undefined","undefined"
"arrests.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://yourdigitalrights.org/d/arrests.org","undefined"
"ask.com","privacyhelp@ask.com","Ask.com","http://www.iacpublishing.com/","","","555 City Center, 555 12th St, Oakland, CA 94607, USA","","","ask.com","ask.co,ask.ie,ask.co.nz,ask.com.es,ask.com.mx,ask.co.uk,ask.ca","","","","Information Technology","Software & Services","Internet Software & Services","Internet","87","54","Internet,B2C","Ask.com is the #1 question answering service that delivers the best answers from the web and real people - all in one place.","1996","555 City Center, 555 12th St, Oakland, CA 94607, USA","America/Los_Angeles","-7","555","12th Street","","Oakland","94607","California","CA","United States","US","37.8036861","-122.2752692","https://logo.clearbit.com/ask.com","askdotcom","company/ask-partner-network-apn-llc-","AskDotCom","16509845","News, pop culture and everything in between.","60082","2105","","https://t.co/MVgdctY2B2","https://pbs.twimg.com/profile_images/1329308726067560451/-EF-rBM__normal.jpg","organization/ask-jeeves","private","","","","537","328","45","11-50","","25000000","","","","ns1,facebook_advertiser,microsoft_office_365,nginx,facebook_connect,google_tag_manager,google_analytics,db2,apache_tomcat,atlassian_jira,bluekai,rubicon_project,gotomeeting,appnexus,salesforce,apache_http_server,ibm_cognos,openx,ibm_infosphere,iponweb_bidswitch,oracle_peoplesoft,mongodb,mediamath,dstillery,aggregate_knowledge,pubmatic,turn,hive,apache_hadoop,postgresql,flexera_software,mysql,dropbox","iac.com","https://yourdigitalrights.org/d/ask.com","37.8036861,-122.2752692"
